subject,body,label
"You’ve Won $5,000 – Claim It Here!","Congratulations Marcus!
You’ve won a $2209 gift card! Claim it now: http://verify.mcguire.net/2254
Hurry, offer expires soon!
Best,
Gonzalez LLC Rewards Team",Phishing
Security Alert: Suspicious Login Detected,"Dear David,
We detected unusual activity on your account. Click here to verify: http://login.drake.com/6548
Failure to act within 24 hours will suspend your account.
Regards,
Smith-Cruz Support",Phishing
Urgent: Verify Your Account Now!,"Hi Lori,
Your Amazon account password has expired. Reset it here: http://claim.thompson.com/5223
This is urgent!
Thanks,
Alvarez Group Security",Phishing
Password Reset Required Immediately,"Hi Mark,
Your PayPal account password has expired. Reset it here: http://claim.williams.com/6649
This is urgent!
Thanks,
Ferguson-Wilson Security",Phishing
Security Alert: Suspicious Login Detected,"Hi Anthony,
Your Amazon account password has expired. Reset it here: http://verify.dalton.com/6380
This is urgent!
Thanks,
Little LLC Security",Phishing
Urgent: Verify Your Account Now!,"Hi Jamie,
Your Bank of America account password has expired. Reset it here: http://claim.king.com/7559
This is urgent!
Thanks,
Stone, Jenkins and Shaw Security",Phishing
Weekly Newsletter – 2025-02-04,"Hi Gary,
Here’s your weekly update for 2025-02-04. Stay informed with Chaney Ltd news!
Thanks,
Chaney Ltd Newsletter Team",Legitimate
Your Subscription Renewal,"Hello Melissa,
Here’s the latest on our project. Next milestone is due 2025-02-23. Let me know if you have questions!
Regards,
Clayton Johnston",Legitimate
Welcome to Harrell-Yates!,"Dear Ryan,
Your Google subscription renews on 2025-02-15. No action needed – you’re all set!
Best,
Harrell-Yates Team",Legitimate
Password Reset Required Immediately,"Dear Albert,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.fuentes.com/3432
Act now!
Williams Inc Team",Phishing
Project Update: Next Steps,"Dear James,
Your Amazon subscription renews on 2025-02-12. No action needed – you’re all set!
Best,
Black-Barrera Team",Legitimate
Password Reset Required Immediately,"Congratulations Beth!
You’ve won a $3665 gift card! Claim it now: http://login.rhodes.net/6182
Hurry, offer expires soon!
Best,
Schwartz, Flowers and Martinez Rewards Team",Phishing
Security Alert: Suspicious Login Detected,"Dear Rhonda,
We detected unusual activity on your account. Click here to verify: http://claim.robinson.info/9281
Failure to act within 24 hours will suspend your account.
Regards,
Griffin, Faulkner and Scott Support",Phishing
"You’ve Won $5,000 – Claim It Here!","Dear James,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.sullivan.org/1310
Act now!
Williams and Sons Team",Phishing
Team Meeting Tomorrow,"Hello Ian,
Here’s the latest on our project. Next milestone is due 2025-02-20. Let me know if you have questions!
Regards,
Bradley Moore",Legitimate
Your Subscription Renewal,"Dear Brittany,
Your Google subscription renews on 2025-02-15. No action needed – you’re all set!
Best,
Huynh-Johnson Team",Legitimate
"Welcome to Adams, Castillo and Delacruz!","Hi Robert,
Just a reminder about our team meeting tomorrow at 05:51:41. Please prepare your updates.
Thanks,
Christopher Smith",Legitimate
Project Update: Next Steps,"Welcome Jonathan!
We’re excited to have you with Garcia-Fernandez. Explore your account here: http://verify.vang-richardson.info/3762
Cheers,
Garcia-Fernandez Onboarding",Legitimate
Your Subscription Renewal,"Hi Tammy,
Here’s your weekly update for 2025-02-22. Stay informed with Martinez-Miles news!
Thanks,
Martinez-Miles Newsletter Team",Legitimate
Project Update: Next Steps,"Hi Kimberly,
Just a reminder about our team meeting tomorrow at 21:39:07. Please prepare your updates.
Thanks,
Eric Clark",Legitimate
Project Update: Next Steps,"Dear James,
Your Bank of America subscription renews on 2025-02-14. No action needed – you’re all set!
Best,
Jordan-Singh Team",Legitimate
Project Update: Next Steps,"Hi Jason,
Here’s your weekly update for 2025-02-16. Stay informed with Waters Ltd news!
Thanks,
Waters Ltd Newsletter Team",Legitimate
Weekly Newsletter – 2025-02-12,"Hello Gina,
Here’s the latest on our project. Next milestone is due 2025-02-12. Let me know if you have questions!
Regards,
Mark Whitaker",Legitimate
Weekly Newsletter – 2025-02-01,"Hi Johnny,
Just a reminder about our team meeting tomorrow at 10:15:15. Please prepare your updates.
Thanks,
Philip Mitchell",Legitimate
Password Reset Required Immediately,"Dear Brian,
We detected unusual activity on your account. Click here to verify: http://login.lopez.info/2068
Failure to act within 24 hours will suspend your account.
Regards,
Kennedy-Tucker Support",Phishing
Your Payment Failed – Update Billing Info,"Dear Ryan,
We detected unusual activity on your account. Click here to verify: http://verify.lewis-lopez.com/8686
Failure to act within 24 hours will suspend your account.
Regards,
Ellison, Price and Miller Support",Phishing
Your Subscription Renewal,"Dear Patrick,
Your Google subscription renews on 2025-02-06. No action needed – you’re all set!
Best,
Silva-Gill Team",Legitimate
Your Subscription Renewal,"Hi Carly,
Just a reminder about our team meeting tomorrow at 23:57:24. Please prepare your updates.
Thanks,
Lisa Hughes",Legitimate
Weekly Newsletter – 2025-02-16,"Dear Robert,
Your Netflix subscription renews on 2025-02-16. No action needed – you’re all set!
Best,
Bailey-Cervantes Team",Legitimate
Weekly Newsletter – 2025-02-19,"Hi Amy,
Here’s your weekly update for 2025-02-19. Stay informed with Cannon, Williams and Bell news!
Thanks,
Cannon, Williams and Bell Newsletter Team",Legitimate
Your Payment Failed – Update Billing Info,"Hi Ryan,
Your Google account password has expired. Reset it here: http://verify.wall.net/9085
This is urgent!
Thanks,
Parks, Robinson and Proctor Security",Phishing
Team Meeting Tomorrow,"Hello Kenneth,
Here’s the latest on our project. Next milestone is due 2025-02-05. Let me know if you have questions!
Regards,
David James",Legitimate
Security Alert: Suspicious Login Detected,"Dear Michael,
We’re investigating a login attempt from an unknown device. Secure your account: http://secure.velazquez-bailey.com/1243
Act now!
Jimenez, Valenzuela and Dyer Team",Phishing
Urgent: Verify Your Account Now!,"Dear Brenda,
We’re investigating a login attempt from an unknown device. Secure your account: http://secure.davis-jackson.biz/1747
Act now!
Ramos-Robinson Team",Phishing
Security Alert: Suspicious Login Detected,"Dear Henry,
We detected unusual activity on your account. Click here to verify: http://login.richmond-payne.com/4601
Failure to act within 24 hours will suspend your account.
Regards,
Sanders, Fischer and Huber Support",Phishing
Your Subscription Renewal,"Dear Michael,
Your PayPal subscription renews on 2025-02-19. No action needed – you’re all set!
Best,
Martin-Bowen Team",Legitimate
Team Meeting Tomorrow,"Dear Sean,
Your Bank of America subscription renews on 2025-02-18. No action needed – you’re all set!
Best,
Howard PLC Team",Legitimate
Security Alert: Suspicious Login Detected,"Dear Michael,
We’re investigating a login attempt from an unknown device. Secure your account: http://secure.barnett-smith.com/5197
Act now!
Castillo, Dickson and Franklin Team",Phishing
Security Alert: Suspicious Login Detected,"Dear Robert,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.burgess-carey.org/2679
Act now!
Castillo PLC Team",Phishing
Team Meeting Tomorrow,"Hello Robert,
Here’s the latest on our project. Next milestone is due 2025-02-16. Let me know if you have questions!
Regards,
Daniel Martinez",Legitimate
"Welcome to Walker, Huber and Roberts!","Hi Michael,
Just a reminder about our team meeting tomorrow at 00:23:10. Please prepare your updates.
Thanks,
Chelsea Cooper",Legitimate
Your Payment Failed – Update Billing Info,"Hello Amy,
Your recent payment of $1320 failed. Update your details: http://login.mcintosh-valencia.com/1807
Avoid service disruption!
Sincerely,
Donovan, Elliott and Pearson Billing",Phishing
Team Meeting Tomorrow,"Hi Michelle,
Here’s your weekly update for 2025-02-19. Stay informed with Lewis-Kidd news!
Thanks,
Lewis-Kidd Newsletter Team",Legitimate
Urgent: Verify Your Account Now!,"Dear Jim,
We detected unusual activity on your account. Click here to verify: http://verify.porter.com/5822
Failure to act within 24 hours will suspend your account.
Regards,
Garcia-Mccall Support",Phishing
Team Meeting Tomorrow,"Hello Patricia,
Here’s the latest on our project. Next milestone is due 2025-02-14. Let me know if you have questions!
Regards,
Michael Gordon",Legitimate
Your Payment Failed – Update Billing Info,"Congratulations Edward!
You’ve won a $3144 gift card! Claim it now: http://login.ruiz.biz/9738
Hurry, offer expires soon!
Best,
Figueroa-Barrett Rewards Team",Phishing
Your Payment Failed – Update Billing Info,"Congratulations Amy!
You’ve won a $578 gift card! Claim it now: http://claim.burns.net/6431
Hurry, offer expires soon!
Best,
Lawson-Davis Rewards Team",Phishing
Team Meeting Tomorrow,"Welcome Brittany!
We’re excited to have you with Moyer, Stewart and Garcia. Explore your account here: http://secure.morton.com/2290
Cheers,
Moyer, Stewart and Garcia Onboarding",Legitimate
Urgent: Verify Your Account Now!,"Congratulations Kyle!
You’ve won a $4162 gift card! Claim it now: http://claim.gibbs-brown.com/8771
Hurry, offer expires soon!
Best,
Keller-Williams Rewards Team",Phishing
Project Update: Next Steps,"Hello Cynthia,
Here’s the latest on our project. Next milestone is due 2025-02-17. Let me know if you have questions!
Regards,
Tracy Wilson",Legitimate
Security Alert: Suspicious Login Detected,"Dear Henry,
We detected unusual activity on your account. Click here to verify: http://login.joseph-fields.info/1973
Failure to act within 24 hours will suspend your account.
Regards,
Sullivan-Ford Support",Phishing
Weekly Newsletter – 2025-02-13,"Hello Raymond,
Here’s the latest on our project. Next milestone is due 2025-02-13. Let me know if you have questions!
Regards,
Alexandria Blake MD",Legitimate
"Welcome to Turner, Ward and Collins!","Welcome Hannah!
We’re excited to have you with Turner, Ward and Collins. Explore your account here: http://login.lee-steele.com/7489
Cheers,
Turner, Ward and Collins Onboarding",Legitimate
Team Meeting Tomorrow,"Welcome Thomas!
We’re excited to have you with White-Sosa. Explore your account here: http://verify.le.com/9098
Cheers,
White-Sosa Onboarding",Legitimate
Team Meeting Tomorrow,"Hello Stephen,
Here’s the latest on our project. Next milestone is due 2025-02-17. Let me know if you have questions!
Regards,
Savannah Smith",Legitimate
Password Reset Required Immediately,"Dear Joseph,
We’re investigating a login attempt from an unknown device. Secure your account: http://verify.mendez.info/2400
Act now!
Terry-Lee Team",Phishing
"Welcome to Jackson, Melendez and Parsons!","Hi Alyssa,
Here’s your weekly update for 2025-02-08. Stay informed with Jackson, Melendez and Parsons news!
Thanks,
Jackson, Melendez and Parsons Newsletter Team",Legitimate
Security Alert: Suspicious Login Detected,"Hi Jesse,
Your Netflix account password has expired. Reset it here: http://claim.diaz.biz/5551
This is urgent!
Thanks,
Smith-Navarro Security",Phishing
Weekly Newsletter – 2025-02-18,"Welcome Michelle!
We’re excited to have you with Day PLC. Explore your account here: http://claim.vega-walker.info/3477
Cheers,
Day PLC Onboarding",Legitimate
Project Update: Next Steps,"Welcome Nancy!
We’re excited to have you with Bailey-Pratt. Explore your account here: http://claim.douglas-jackson.org/6035
Cheers,
Bailey-Pratt Onboarding",Legitimate
"Welcome to Edwards, Johnson and Stephens!","Hello David,
Here’s the latest on our project. Next milestone is due 2025-02-11. Let me know if you have questions!
Regards,
Sophia Scott",Legitimate
Weekly Newsletter – 2025-02-01,"Hello Andrew,
Here’s the latest on our project. Next milestone is due 2025-02-01. Let me know if you have questions!
Regards,
Melvin Garcia",Legitimate
Your Payment Failed – Update Billing Info,"Dear Jasmine,
We detected unusual activity on your account. Click here to verify: http://claim.powers.com/8598
Failure to act within 24 hours will suspend your account.
Regards,
Johnson-Barnes Support",Phishing
Your Payment Failed – Update Billing Info,"Dear Julia,
We’re investigating a login attempt from an unknown device. Secure your account: http://verify.hancock.com/1828
Act now!
Joseph-Davis Team",Phishing
Your Payment Failed – Update Billing Info,"Hi John,
Your Google account password has expired. Reset it here: http://secure.johnson.com/4829
This is urgent!
Thanks,
Sampson Ltd Security",Phishing
Password Reset Required Immediately,"Dear Walter,
We’re investigating a login attempt from an unknown device. Secure your account: http://verify.morris-young.biz/2835
Act now!
Young-Hill Team",Phishing
Your Payment Failed – Update Billing Info,"Dear Denise,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.durham.com/5170
Act now!
Grimes LLC Team",Phishing
Team Meeting Tomorrow,"Welcome Jessica!
We’re excited to have you with Bruce LLC. Explore your account here: http://login.fritz-schmitt.com/6026
Cheers,
Bruce LLC Onboarding",Legitimate
"Welcome to Garcia, Moore and Davis!","Welcome Susan!
We’re excited to have you with Garcia, Moore and Davis. Explore your account here: http://verify.obrien-jimenez.com/7879
Cheers,
Garcia, Moore and Davis Onboarding",Legitimate
